                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                 1.6891,                 1.0304,                 1.0517,                   1.96,                 1.4296,                 1.0171,                0.83742,                 0.8014,                0.86332,                0.56193,                 1.6957,                0.99877,                 1.0512,                 1.8779,                 1.3371,                 1.0275,             0.00054143,             0.00054143,             0.00054143
                     19,                 1.6845,                 1.0206,                 1.0539,                 1.9672,                 1.4108,                 1.0211,                0.82034,                0.79941,                0.86757,                0.57613,                  1.692,                 1.0289,                 1.0578,                 1.8601,                 1.3923,                 1.0249,             0.00053852,             0.00053852,             0.00053852
                     20,                 1.6725,                 1.0079,                 1.0534,                 1.9492,                 1.3846,                 1.0234,                0.77871,                0.81866,                0.86459,                0.56273,                 1.7193,                0.99615,                 1.0527,                 1.8929,                 1.3041,                  1.032,             0.00053561,             0.00053561,             0.00053561
                     21,                 1.6732,                 1.0014,                 1.0507,                 1.9534,                 1.3644,                 1.0212,                0.88585,                0.78293,                0.87756,                0.57351,                 1.6987,                0.97743,                 1.0491,                 1.8823,                 1.2874,                 1.0265,              0.0005327,              0.0005327,              0.0005327
                     22,                 1.6614,                0.98286,                 1.0443,                  1.942,                 1.3453,                 1.0179,                 0.7818,                0.81807,                0.85444,                0.56304,                 1.6755,                0.98945,                 1.0412,                 1.8498,                 1.2981,                 1.0229,             0.00052979,             0.00052979,             0.00052979
                     23,                 1.6579,                0.97999,                 1.0387,                  1.938,                 1.3389,                 1.0067,                0.78621,                0.83413,                0.86036,                 0.5714,                 1.6843,                 0.9841,                 1.0457,                 1.8719,                 1.2877,                 1.0222,             0.00052688,             0.00052688,             0.00052688
                     24,                 1.6583,                0.97044,                  1.043,                 1.9386,                 1.3127,                 1.0149,                0.81313,                0.83893,                0.88844,                0.58082,                 1.6717,                0.96063,                 1.0457,                 1.8502,                 1.2379,                 1.0187,             0.00052397,             0.00052397,             0.00052397
                     25,                 1.6583,                0.96955,                 1.0401,                 1.9376,                 1.3205,                 1.0084,                0.82986,                0.80328,                0.88027,                0.58859,                  1.669,                 0.9611,                 1.0434,                 1.8664,                 1.2624,                 1.0209,             0.00052106,             0.00052106,             0.00052106
                     26,                 1.6392,                0.94993,                 1.0346,                 1.9112,                 1.2855,                 1.0078,                  0.855,                0.85806,                0.89002,                0.57947,                 1.6652,                0.93135,                 1.0417,                 1.8463,                 1.1975,                 1.0209,             0.00051815,             0.00051815,             0.00051815
                     27,                 1.6257,                0.93618,                 1.0302,                 1.9217,                 1.2699,                 1.0025,                0.86117,                0.83793,                0.89771,                0.58268,                 1.6599,                0.94508,                 1.0438,                 1.8525,                 1.2319,                  1.021,             0.00051523,             0.00051523,             0.00051523
                     28,                 1.6131,                0.92592,                 1.0279,                 1.9154,                 1.2606,                 1.0018,                0.82827,                0.85102,                0.89027,                0.58348,                  1.652,                0.93137,                 1.0356,                 1.8382,                  1.197,                 1.0145,             0.00051232,             0.00051232,             0.00051232
                     29,                 1.6093,                0.92709,                  1.026,                 1.9034,                 1.2578,                 1.0026,                0.82847,                0.85573,                0.89849,                0.59796,                 1.6772,                0.93449,                 1.0396,                  1.865,                 1.2032,                 1.0176,             0.00050941,             0.00050941,             0.00050941
                     30,                 1.6127,                0.91383,                 1.0281,                 1.8972,                  1.238,                 1.0023,                0.87089,                0.82411,                0.88655,                0.58535,                 1.6591,                0.92184,                 1.0392,                 1.8454,                 1.1751,                 1.0172,              0.0005065,              0.0005065,              0.0005065
                     31,                 1.6098,                0.91786,                 1.0307,                 1.8932,                 1.2383,                 1.0068,                0.86613,                0.81513,                 0.8938,                0.58724,                 1.6425,                0.90939,                 1.0307,                 1.8409,                 1.1686,                 1.0185,             0.00050359,             0.00050359,             0.00050359
                     32,                 1.5999,                0.89538,                 1.0226,                 1.8945,                 1.2152,                0.99752,                0.88564,                0.83396,                0.90582,                0.60437,                 1.6487,                0.91849,                 1.0368,                 1.8309,                 1.1788,                 1.0129,             0.00050068,             0.00050068,             0.00050068
                     33,                 1.6064,                0.89967,                 1.0259,                 1.8928,                 1.2066,                0.99907,                0.81796,                0.88659,                0.90621,                0.59496,                 1.6541,                 0.9408,                 1.0371,                 1.8461,                 1.1932,                 1.0164,             0.00049777,             0.00049777,             0.00049777
                     34,                 1.5946,                0.88847,                 1.0211,                 1.8834,                 1.1982,                0.99285,                0.85705,                0.85294,                0.90923,                0.60053,                 1.6372,                0.90277,                  1.028,                 1.8172,                 1.1692,                 1.0084,             0.00049486,             0.00049486,             0.00049486
                     35,                 1.5988,                0.88299,                 1.0208,                 1.8957,                  1.191,                0.99656,                0.87465,                0.83531,                0.88006,                0.58502,                 1.6226,                0.89101,                 1.0325,                 1.8264,                  1.137,                 1.0122,             0.00049195,             0.00049195,             0.00049195
                     36,                 1.5717,                  0.875,                 1.0176,                  1.869,                 1.1698,                0.99533,                0.90027,                0.86291,                0.91286,                0.59837,                  1.625,                0.88921,                 1.0289,                 1.8205,                 1.1283,                 1.0097,             0.00048904,             0.00048904,             0.00048904
                     37,                 1.5903,                0.88619,                 1.0262,                 1.8833,                 1.1865,                 1.0021,                0.88573,                0.84389,                0.90206,                0.60258,                 1.6279,                0.88491,                 1.0276,                 1.8156,                 1.1364,                 1.0104,             0.00048613,             0.00048613,             0.00048613
                     38,                 1.5671,                0.86291,                 1.0176,                 1.8701,                  1.163,                0.99227,                 0.8796,                0.85955,                0.90062,                0.60067,                 1.6122,                0.87382,                 1.0269,                 1.8204,                 1.1172,                 1.0075,             0.00048322,             0.00048322,             0.00048322
                     39,                 1.5805,                0.86545,                 1.0157,                 1.8778,                   1.16,                0.99052,                 0.8993,                0.84979,                0.91502,                0.60812,                 1.6208,                0.88359,                 1.0313,                  1.828,                 1.1382,                   1.01,             0.00048031,             0.00048031,             0.00048031
                     40,                 1.5678,                0.85787,                 1.0137,                 1.8592,                 1.1427,                0.99268,                0.85762,                0.85555,                0.90716,                0.59436,                 1.6221,                0.87453,                 1.0288,                  1.829,                 1.1188,                 1.0134,              0.0004774,              0.0004774,              0.0004774
                     41,                 1.5586,                0.84647,                 1.0111,                  1.856,                 1.1279,                0.99134,                0.90177,                0.84547,                0.91032,                0.60937,                 1.6201,                0.85612,                 1.0262,                 1.8286,                 1.0699,                 1.0102,             0.00047449,             0.00047449,             0.00047449
                     42,                 1.5703,                 0.8482,                 1.0164,                 1.8649,                 1.1288,                0.99446,                0.90299,                0.84699,                 0.9123,                0.61538,                 1.6158,                0.86917,                 1.0257,                 1.8121,                 1.0844,                  1.007,             0.00047158,             0.00047158,             0.00047158
                     43,                 1.5674,                0.85484,                 1.0092,                 1.8727,                 1.1481,                0.98472,                0.89677,                0.85782,                0.92258,                0.62125,                 1.6174,                0.85862,                 1.0274,                 1.8144,                 1.0812,                 1.0081,             0.00046867,             0.00046867,             0.00046867
                     44,                 1.5494,                0.83951,                 1.0072,                  1.845,                 1.1208,                0.98364,                0.90149,                 0.8434,                0.91364,                0.61012,                  1.642,                0.86923,                 1.0369,                 1.8453,                 1.0995,                 1.0135,             0.00046575,             0.00046575,             0.00046575
                     45,                 1.5498,                0.83816,                  1.005,                 1.8421,                 1.1186,                0.98285,                 0.8988,                0.88104,                0.91922,                  0.617,                 1.6079,                0.85306,                 1.0261,                 1.8055,                 1.0753,                 1.0086,             0.00046284,             0.00046284,             0.00046284
                     46,                 1.5458,                 0.8394,                 1.0056,                 1.8458,                 1.1149,                0.98522,                0.91076,                0.87634,                0.91893,                0.62124,                 1.6284,                0.86422,                 1.0347,                 1.8199,                 1.0962,                 1.0094,             0.00045993,             0.00045993,             0.00045993
                     47,                 1.5458,                0.82886,                 1.0053,                 1.8359,                 1.0936,                0.98124,                0.91176,                0.83891,                0.91065,                0.60918,                 1.6201,                0.86488,                 1.0245,                 1.8236,                 1.1024,                 1.0069,             0.00045702,             0.00045702,             0.00045702
                     48,                 1.5403,                0.82544,                 1.0067,                 1.8371,                 1.0849,                0.98603,                0.90064,                 0.8826,                0.92102,                0.62455,                 1.6144,                0.84364,                 1.0316,                 1.8335,                 1.0635,                 1.0128,             0.00045411,             0.00045411,             0.00045411
                     49,                 1.5418,                0.82393,                 1.0101,                 1.8436,                 1.0985,                0.98908,                0.89264,                0.88754,                0.92162,                0.61722,                 1.6265,                 0.8564,                 1.0373,                 1.8695,                 1.0844,                 1.0153,              0.0004512,              0.0004512,              0.0004512
                     50,                 1.5314,                0.81668,                 1.0042,                 1.8279,                 1.0928,                0.98347,                 0.9064,                0.86887,                0.92386,                0.62774,                 1.5998,                0.85976,                  1.024,                 1.8066,                 1.0873,                 1.0015,             0.00044829,             0.00044829,             0.00044829
                     51,                 1.5322,                0.82411,                  1.003,                 1.8372,                 1.0931,                 0.9827,                0.88849,                0.84279,                0.90744,                0.60597,                 1.6054,                0.85155,                 1.0219,                 1.8255,                 1.0739,                 1.0092,             0.00044538,             0.00044538,             0.00044538
                     52,                 1.5277,                0.82017,                 1.0045,                 1.8282,                 1.0866,                0.98313,                0.88716,                0.87796,                 0.9113,                0.61977,                 1.6202,                0.84218,                 1.0271,                 1.8253,                 1.0546,                 1.0108,             0.00044247,             0.00044247,             0.00044247
                     53,                 1.5198,                0.81384,                 1.0004,                 1.8144,                 1.0763,                0.98146,                0.92029,                0.88056,                0.92704,                0.62906,                 1.5986,                0.83352,                 1.0193,                 1.8074,                 1.0434,                 1.0032,             0.00043956,             0.00043956,             0.00043956
                     54,                 1.5326,                0.81066,                 1.0013,                 1.8382,                 1.0758,                0.97804,                 0.9202,                0.87978,                0.92633,                0.62982,                 1.5902,                0.84481,                 1.0202,                 1.7874,                  1.081,                0.99971,             0.00043665,             0.00043665,             0.00043665
                     55,                 1.5152,                0.80798,                0.99876,                 1.8251,                 1.0677,                0.97828,                0.93315,                0.85395,                0.92431,                0.62326,                 1.5954,                0.82231,                  1.019,                 1.8001,                 1.0304,                 1.0041,             0.00043374,             0.00043374,             0.00043374
                     56,                 1.5177,                0.80456,                 1.0019,                 1.8163,                 1.0607,                0.98299,                0.89525,                0.88266,                0.92353,                0.62765,                 1.5954,                0.82546,                 1.0161,                 1.7888,                 1.0424,                0.99948,             0.00043083,             0.00043083,             0.00043083
                     57,                 1.4952,                0.78751,                0.99076,                 1.8058,                 1.0407,                0.97502,                 0.8734,                0.89452,                 0.9277,                0.63893,                 1.5817,                0.83142,                 1.0206,                 1.7877,                 1.0397,                 1.0006,             0.00042792,             0.00042792,             0.00042792
                     58,                 1.5023,                0.79248,                0.99396,                 1.8035,                 1.0375,                0.97601,                0.88441,                0.88546,                0.91436,                0.61671,                 1.6027,                0.82191,                 1.0231,                  1.808,                 1.0317,                 1.0036,             0.00042501,             0.00042501,             0.00042501
                     59,                 1.5109,                0.79338,                0.99684,                 1.8194,                 1.0397,                0.97822,                 0.9259,                0.88303,                0.93594,                0.63311,                 1.5965,                0.81831,                 1.0204,                 1.7965,                 1.0156,                 1.0033,              0.0004221,              0.0004221,              0.0004221
                     60,                 1.5007,                 0.7899,                0.99476,                  1.801,                   1.04,                0.97529,                0.91065,                0.86457,                0.92294,                0.62149,                 1.5906,                0.81823,                 1.0195,                 1.7993,                 1.0124,                 1.0053,             0.00041919,             0.00041919,             0.00041919
                     61,                 1.4946,                0.78406,                0.99417,                 1.7997,                  1.029,                0.97647,                 0.8929,                0.88882,                0.92919,                  0.624,                 1.6088,                0.81757,                 1.0221,                 1.8184,                0.99845,                 1.0075,             0.00041627,             0.00041627,             0.00041627
                     62,                 1.5002,                0.78193,                0.99523,                 1.7981,                 1.0208,                0.97901,                0.86355,                 0.8878,                0.92277,                0.63816,                 1.5797,                0.80733,                 1.0193,                  1.792,                  1.014,                 1.0038,             0.00041336,             0.00041336,             0.00041336
                     63,                 1.4926,                 0.7769,                0.99235,                 1.7988,                 1.0215,                 0.9736,                 0.8937,                0.87823,                0.92047,                0.62134,                 1.5903,                0.80715,                 1.0222,                 1.8066,                 1.0011,                  1.006,             0.00041045,             0.00041045,             0.00041045
                     64,                 1.4913,                0.77955,                 0.9879,                 1.7916,                 1.0329,                0.96886,                  0.907,                0.87901,                0.92477,                 0.6394,                 1.5958,                0.81392,                 1.0271,                  1.807,                 1.0126,                  1.009,             0.00040754,             0.00040754,             0.00040754
                     65,                 1.4858,                0.77463,                0.98736,                  1.796,                 1.0276,                0.96978,                0.88455,                0.86772,                0.91641,                0.62177,                 1.5886,                0.80186,                 1.0219,                 1.7831,                0.99992,                 1.0013,             0.00040463,             0.00040463,             0.00040463
                     66,                 1.4848,                0.77259,                0.99185,                 1.7822,                  1.009,                0.97391,                0.88842,                0.88338,                0.92304,                0.63145,                 1.5889,                0.81771,                 1.0219,                 1.7979,                 1.0099,                 1.0036,             0.00040172,             0.00040172,             0.00040172
                     67,                 1.4834,                0.77168,                0.98855,                 1.7959,                 1.0137,                0.97138,                0.90714,                0.89758,                0.93497,                0.63404,                 1.5967,                0.82139,                 1.0304,                 1.8083,                 1.0132,                 1.0082,             0.00039881,             0.00039881,             0.00039881
                     68,                 1.4736,                0.76603,                0.98473,                 1.7872,                 1.0109,                0.96709,                0.90155,                0.91409,                0.93657,                0.64191,                 1.5846,                0.80434,                 1.0215,                 1.7997,                0.99313,                 1.0034,              0.0003959,              0.0003959,              0.0003959
                     69,                  1.487,                0.77136,                0.98775,                 1.7978,                 1.0086,                0.97089,                0.92359,                0.89335,                0.93394,                0.62765,                 1.6012,                0.80383,                  1.028,                 1.8156,                 0.9862,                 1.0081,             0.00039299,             0.00039299,             0.00039299
                     70,                 1.4703,                0.75845,                0.98483,                 1.7785,                0.99506,                 0.9672,                0.89067,                 0.8885,                0.92747,                0.63512,                  1.578,                0.80446,                 1.0219,                 1.8018,                0.99585,                 1.0027,             0.00039008,             0.00039008,             0.00039008
                     71,                 1.4686,                0.76133,                0.98597,                 1.7772,                0.99441,                0.96686,                0.87849,                0.88501,                0.93086,                0.63505,                 1.5956,                0.79729,                 1.0211,                 1.8078,                 0.9843,                 1.0053,             0.00038717,             0.00038717,             0.00038717
                     72,                 1.4667,                0.75458,                0.98248,                 1.7721,                0.99457,                0.96558,                0.91364,                0.89697,                0.92868,                0.63805,                 1.5832,                0.80282,                 1.0212,                 1.7817,                0.98231,                0.99975,             0.00038426,             0.00038426,             0.00038426
                     73,                 1.4591,                0.75097,                0.98733,                 1.7552,                0.98258,                0.96931,                0.87124,                0.87332,                0.91857,                0.62994,                 1.5808,                0.80465,                 1.0183,                 1.7926,                  1.004,                 1.0026,             0.00038135,             0.00038135,             0.00038135
                     74,                 1.4614,                0.74881,                0.98895,                   1.76,                0.97542,                0.97246,                0.92083,                0.87196,                0.93144,                0.64226,                 1.5739,                0.79498,                 1.0192,                 1.7827,                0.99662,                 1.0009,             0.00037844,             0.00037844,             0.00037844
                     75,                 1.4597,                0.75107,                0.97822,                 1.7705,                0.99269,                 0.9617,                 0.9008,                0.87476,                0.92969,                0.64075,                 1.5662,                0.79373,                 1.0179,                 1.7804,                0.99743,                0.99797,             0.00037553,             0.00037553,             0.00037553
                     76,                 1.4518,                0.74764,                0.97653,                   1.76,                 0.9737,                 0.9576,                0.90796,                0.87548,                  0.934,                0.63961,                 1.5773,                 0.7939,                 1.0179,                 1.7948,                 0.9936,                 1.0007,             0.00037262,             0.00037262,             0.00037262
                     77,                 1.4569,                0.74985,                0.98538,                 1.7567,                0.97838,                0.96802,                0.90106,                0.89687,                0.92877,                0.63725,                 1.5754,                0.78789,                 1.0181,                 1.7874,                0.97532,                 1.0005,             0.00036971,             0.00036971,             0.00036971
                     78,                 1.4465,                  0.741,                0.97862,                 1.7443,                0.95539,                0.96364,                0.90629,                0.88454,                0.92599,                0.64372,                 1.5726,                0.78768,                 1.0127,                 1.7891,                0.97373,                 1.0015,             0.00036679,             0.00036679,             0.00036679
                     79,                 1.4517,                0.74518,                0.98234,                 1.7648,                0.96631,                0.96497,                0.87682,                0.92203,                0.92816,                0.64201,                 1.5664,                0.78489,                  1.018,                   1.78,                0.96177,                0.99983,             0.00036388,             0.00036388,             0.00036388
                     80,                 1.4501,                0.74575,                0.98281,                 1.7487,                0.96732,                0.96745,                0.90545,                0.88043,                0.93233,                0.63921,                 1.5744,                0.79195,                 1.0171,                  1.791,                0.97171,                  1.002,             0.00036097,             0.00036097,             0.00036097
                     81,                 1.4501,                0.73768,                0.98432,                 1.7484,                0.95496,                0.96895,                0.93218,                 0.8662,                0.93628,                0.64835,                 1.5699,                0.78606,                 1.0158,                 1.7863,                0.97025,                 1.0001,             0.00035806,             0.00035806,             0.00035806
                     82,                 1.4519,                0.74106,                0.97666,                 1.7501,                0.95446,                0.95945,                0.91765,                0.89433,                0.93122,                0.64231,                 1.5645,                0.77957,                 1.0126,                  1.783,                0.95359,                0.99799,             0.00035515,             0.00035515,             0.00035515
                     83,                 1.4373,                0.72712,                0.97681,                 1.7357,                0.94415,                0.96094,                0.89979,                0.89965,                0.92965,                0.64326,                 1.5652,                0.78589,                 1.0194,                 1.7779,                0.96221,                 1.0014,             0.00035224,             0.00035224,             0.00035224
                     84,                  1.434,                0.73566,                0.97516,                 1.7412,                0.95152,                0.96029,                0.91748,                0.90664,                0.93134,                0.64974,                 1.5739,                0.78652,                 1.0151,                 1.8015,                  0.952,                  1.005,             0.00034933,             0.00034933,             0.00034933
                     85,                 1.4365,                0.73219,                0.97409,                 1.7492,                0.94993,                0.95806,                0.88227,                0.90051,                0.92839,                0.63744,                 1.5623,                0.78025,                 1.0167,                 1.7789,                0.95913,                 1.0004,             0.00034642,             0.00034642,             0.00034642
                     86,                 1.4327,                0.72685,                0.97472,                 1.7352,                0.93235,                0.95914,                0.88746,                0.90209,                0.92496,                0.64087,                 1.5816,                0.77882,                 1.0228,                 1.7981,                0.95835,                 1.0018,             0.00034351,             0.00034351,             0.00034351
                     87,                 1.4295,                0.72294,                0.97447,                  1.741,                0.93418,                0.95842,                0.91068,                0.91253,                0.93849,                0.64886,                 1.5625,                  0.764,                 1.0175,                  1.782,                0.94181,                 1.0013,              0.0003406,              0.0003406,              0.0003406
                     88,                 1.4226,                0.72333,                0.97289,                 1.7289,                0.93482,                0.95862,                 0.9356,                0.89082,                0.93939,                0.65601,                  1.555,                0.76962,                 1.0132,                 1.7775,                0.95525,                0.99983,             0.00033769,             0.00033769,             0.00033769
                     89,                 1.4247,                0.72034,                0.97525,                 1.7273,                0.92873,                  0.963,                 0.8939,                0.90467,                0.93287,                0.64399,                 1.5577,                0.76557,                 1.0113,                 1.7822,                0.94459,                 1.0009,             0.00033478,             0.00033478,             0.00033478
                     90,                  1.423,                0.72167,                0.97527,                 1.7321,                0.92689,                0.95996,                0.90766,                0.90755,                0.93702,                0.65217,                 1.5754,                0.77013,                 1.0187,                  1.796,                0.93708,                 1.0038,             0.00033187,             0.00033187,             0.00033187
                     91,                 1.4232,                0.72294,                0.97101,                 1.7381,                0.93135,                0.95538,                0.92922,                0.89516,                0.93871,                0.64974,                 1.5662,                0.77098,                 1.0117,                 1.7807,                0.94398,                0.99936,             0.00032896,             0.00032896,             0.00032896
                     92,                 1.4147,                0.71957,                 0.9731,                 1.7297,                0.93729,                0.96005,                0.93314,                0.89588,                0.93792,                0.64963,                 1.5629,                 0.7758,                 1.0119,                 1.7826,                0.95964,                0.99898,             0.00032605,             0.00032605,             0.00032605
                     93,                 1.4273,                0.71827,                0.97357,                 1.7341,                0.92559,                0.95962,                0.89106,                0.87655,                0.92746,                0.63075,                 1.5788,                0.77368,                 1.0171,                 1.7892,                0.95468,                 1.0012,             0.00032314,             0.00032314,             0.00032314
                     94,                 1.4087,                0.70812,                0.97068,                 1.7136,                0.91117,                0.95592,                0.91926,                0.90023,                0.93193,                0.64268,                 1.5689,                0.77326,                 1.0159,                 1.7878,                0.96221,                 1.0024,             0.00032022,             0.00032022,             0.00032022
                     95,                 1.4213,                0.72062,                0.97421,                 1.7243,                0.92318,                0.96205,                0.91391,                0.86005,                0.93236,                0.63288,                 1.5592,                  0.769,                 1.0108,                 1.7825,                0.92654,                 1.0008,             0.00031731,             0.00031731,             0.00031731
                     96,                 1.4114,                0.71067,                0.96847,                 1.7283,                0.91591,                0.95479,                0.89157,                0.91464,                 0.9329,                0.64259,                 1.5649,                0.76526,                 1.0122,                 1.7848,                0.93108,                 1.0003,              0.0003144,              0.0003144,              0.0003144
                     97,                 1.4117,                0.70837,                 0.9701,                 1.7213,                 0.9079,                0.95537,                0.93063,                0.86969,                0.93603,                0.64537,                 1.5625,                0.76534,                 1.0156,                 1.7931,                0.93436,                 1.0041,             0.00031149,             0.00031149,             0.00031149
                     98,                 1.4133,                0.70597,                0.96764,                 1.7291,                0.90036,                0.95346,                0.91356,                0.86686,                0.93299,                 0.6378,                 1.5661,                0.76395,                  1.016,                 1.7918,                0.92297,                 1.0017,             0.00030858,             0.00030858,             0.00030858
                     99,                 1.3982,                0.69979,                0.96345,                 1.7114,                0.89558,                0.95091,                 0.9097,                0.88214,                0.93684,                0.63906,                  1.563,                 0.7668,                 1.0147,                 1.7915,                0.93942,                 1.0007,             0.00030567,             0.00030567,             0.00030567
                    100,                 1.4112,                0.70994,                0.96928,                 1.7267,                0.92041,                0.95649,                0.91984,                0.89129,                0.93192,                0.65039,                 1.5678,                0.77182,                 1.0159,                 1.7907,                0.95766,                0.99988,             0.00030276,             0.00030276,             0.00030276
                    101,                 1.4005,                 0.7039,                0.97001,                 1.6977,                0.89497,                0.95632,                0.91053,                0.89114,                0.93551,                0.64921,                  1.562,                0.76528,                 1.0138,                 1.7774,                0.93875,                0.99844,             0.00029985,             0.00029985,             0.00029985
                    102,                 1.3997,                0.70079,                0.96549,                 1.7007,                0.89977,                0.95105,                0.90645,                0.91215,                0.93794,                0.65738,                  1.559,                0.76499,                 1.0119,                 1.7746,                0.94159,                0.99803,             0.00029694,             0.00029694,             0.00029694
                    103,                 1.3943,                0.70228,                0.96313,                 1.7004,                0.89945,                0.94983,                0.92992,                 0.8993,                0.94118,                0.66486,                 1.5563,                0.76389,                 1.0149,                 1.7779,                0.93589,                0.99927,             0.00029403,             0.00029403,             0.00029403
                    104,                 1.3964,                0.70664,                0.96474,                 1.7184,                 0.9181,                0.95098,                0.90992,                0.91864,                0.94145,                0.66492,                 1.5552,                0.76676,                 1.0146,                 1.7785,                0.94191,                0.99928,             0.00029112,             0.00029112,             0.00029112
                    105,                 1.4007,                0.69915,                0.96649,                 1.7054,                0.88991,                0.95278,                 0.9353,                0.87929,                0.93943,                0.65517,                 1.5499,                0.75101,                 1.0128,                 1.7776,                0.90689,                  1.001,             0.00028821,             0.00028821,             0.00028821
